SampleID	study_id	diet	diet_condensed	sterility	probiotic	plant_type	control
SRR7346027	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346028	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346029	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346030	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346031	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346032	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346033	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346034	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346035	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346036	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346037	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346038	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346039	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346040	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346041	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346042	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346043	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346044	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346045	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346046	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346047	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346048	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346049	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346050	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346051	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346052	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346053	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346054	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346055	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346056	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346057	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346058	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346059	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346060	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346061	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346062	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346063	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346064	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346065	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346066	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR7346067	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR7346068	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR7346069	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR7346070	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346071	wynants2018	fruit_vegetable_waste_spent_brewer's_grains_pre_cooked_pasta	food_waste	non_sterile	no	fruit_vegetable	no
SRR7346072	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346073	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346074	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346075	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346076	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346077	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346078	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346079	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346080	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346081	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346082	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346083	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346084	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346085	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346086	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346087	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346088	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346089	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346090	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346091	wynants2018	poultry_blood	animal_product	non_sterile	no	na	no
SRR7346092	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR7346093	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR7346094	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346095	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346096	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR7346097	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346098	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346099	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346100	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346101	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346102	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346103	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346104	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346105	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR7346106	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR7346107	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR7346108	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR7346109	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR7346110	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR7346111	wynants2018	fermented_potato_peels_yeast_concentrate_wheat_flour	food_waste	non_sterile	no	grain_vegetable	no
SRR30923102	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923103	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923104	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923105	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923106	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923107	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923108	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923109	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923110	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923111	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923112	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923113	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923114	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923115	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923116	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923117	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923118	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR30923119	xu2025	restaurant_waste	food_waste	non_sterile	no	na	no
SRR21483419	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483420	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483421	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483422	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483423	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483424	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483425	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483426	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483427	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483428	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483429	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483430	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483431	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483432	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483433	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483434	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483435	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR21483436	yu2023	wheat_bran_wheat_middlings	plant_product	non_sterile	no	grain	no
SRR11307781	zhang2020	poultry_manure	animal_waste	non_sterile	no	na	no
SRR11307787	zhang2020	poultry_manure	animal_waste	non_sterile	no	na	no
SRR11307788	zhang2020	poultry_manure	animal_waste	non_sterile	no	na	no
SRR11307789	zhang2020	poultry_manure	animal_waste	non_sterile	no	na	no
SRR11307792	zhang2020	poultry_manure	animal_waste	non_sterile	no	na	no
SRR11307793	zhang2020	poultry_manure	animal_waste	non_sterile	no	na	no
